13-11-2023, 05:54:53,image name,002_06.00_008_2.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,3291.00, y,2185.00, width,2202.00, height,668.00
,,
13-11-2023, 05:55:18,image name,002_06.00_008_2.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2934.00, y,2018.00, width,2559.00, height,965.00
,,class name,D002,score,0.71,cnter,1034,903,area,8,width,3,height,3
,,class name,D002,score,0.94,cnter,1476,858,area,234,width,16,height,20
13-11-2023, 05:57:02,image name,002_06.00_008_3.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2934.00, y,2018.00, width,2559.00, height,965.00
,,class name,D002,score,0.98,cnter,1374,903,area,402,width,59,height,9
,,class name,D002,score,0.96,cnter,1495,897,area,232,width,16,height,19
13-11-2023, 05:57:21,image name,002_06.00_008_4.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2934.00, y,2018.00, width,2559.00, height,965.00
,,class name,D002,score,0.88,cnter,1358,908,area,55,width,19,height,5
,,class name,D002,score,0.67,cnter,1381,904,area,3,width,3,height,2
13-11-2023, 05:57:50,image name,002_06.00_009_1.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2934.00, y,2018.00, width,2559.00, height,965.00
,,class name,D002,score,0.98,cnter,780,919,area,403,width,24,height,19
,,class name,D002,score,0.98,cnter,683,910,area,2415,width,157,height,32
13-11-2023, 05:59:18,image name,002_06.00_009_2.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2934.00, y,2018.00, width,2559.00, height,965.00
,,class name,D002,score,0.98,cnter,642,922,area,912,width,112,height,14
,,class name,D002,score,0.89,cnter,772,907,area,42,width,6,height,9
,,class name,D002,score,0.98,cnter,739,911,area,683,width,57,height,17
13-11-2023, 05:59:30,image name,002_06.00_009_3.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2934.00, y,2018.00, width,2559.00, height,965.00
,,class name,D002,score,0.98,cnter,663,902,area,747,width,75,height,26
,,class name,D002,score,0.95,cnter,744,877,area,284,width,32,height,12
13-11-2023, 05:59:40,image name,002_06.00_010_1.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2934.00, y,2018.00, width,2559.00, height,965.00
,,class name,D002,score,0.97,cnter,1044,704,area,108,width,17,height,10
,,class name,D002,score,0.90,cnter,339,704,area,73,width,15,height,10
,,class name,D002,score,0.75,cnter,324,694,area,9,width,6,height,3
,,class name,D002,score,0.72,cnter,1273,675,area,6,width,3,height,2
13-11-2023, 06:00:20,image name,002_06.00_010_2.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2934.00, y,2018.00, width,2559.00, height,965.00
,,class name,D002,score,0.90,cnter,1248,702,area,55,width,13,height,7
,,class name,D002,score,0.92,cnter,542,700,area,87,width,16,height,9
,,class name,D002,score,0.85,cnter,1029,690,area,28,width,8,height,5
,,class name,D002,score,0.93,cnter,312,686,area,192,width,36,height,27
13-11-2023, 06:01:07,image name,002_06.00_010_3.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2934.00, y,2018.00, width,2559.00, height,965.00
,,class name,D002,score,0.98,cnter,273,703,area,177,width,23,height,12
,,class name,D002,score,0.97,cnter,121,700,area,182,width,22,height,11
,,class name,D002,score,0.96,cnter,968,700,area,213,width,27,height,19
,,class name,D002,score,0.95,cnter,246,690,area,117,width,18,height,10
13-11-2023, 06:01:51,image name,002_06.00_010_2.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2846.00, y,1953.00, width,2647.00, height,831.00
,,class name,D002,score,0.96,cnter,627,765,area,136,width,20,height,10
,,class name,D002,score,0.97,cnter,1333,766,area,231,width,25,height,16
,,class name,D002,score,0.88,cnter,413,760,area,89,width,20,height,18
,,class name,D002,score,0.87,cnter,387,740,area,33,width,10,height,6
,,class name,D002,score,0.97,cnter,1105,747,area,344,width,33,height,29
13-11-2023, 06:02:11,image name,002_06.00_010_3.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2846.00, y,1953.00, width,2647.00, height,831.00
,,class name,D002,score,0.97,cnter,208,765,area,166,width,21,height,10
,,class name,D002,score,0.97,cnter,1055,765,area,200,width,24,height,19
,,class name,D002,score,0.98,cnter,351,764,area,408,width,54,height,25
13-11-2023, 06:06:43,image name,002_06.00_010_3.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2846.00, y,1953.00, width,2647.00, height,831.00
,,class name,D002,score,0.97,cnter,208,765,area,166,width,21,height,10
,,class name,D002,score,0.97,cnter,1055,765,area,200,width,24,height,19
,,class name,D002,score,0.98,cnter,351,764,area,408,width,54,height,25
13-11-2023, 06:07:02,image name,002_06.00_011_1.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,2846.00, y,1953.00, width,2647.00, height,831.00
,,
13-11-2023, 06:07:26,image name,002_06.00_011_1.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,3050.00, y,1893.00, width,2443.00, height,947.00
,,class name,D002,score,0.94,cnter,2095,899,area,105,width,13,height,11
13-11-2023, 06:20:15,image name,002_02.50_001_1.png,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,3050.00, y,1893.00, width,2443.00, height,947.00
