19-09-2023, 15:00:11: ,image name,002_05.00_005_1.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws
,,class name,D002,score,0.94,cnter,3820.1,2659.7,area,166.5,width,34,height,12
,,class name,D002,score,0.98,cnter,3761,2643.6,area,404,width,31,height,18
,,class name,D002,score,0.96,cnter,4136.1,2564.8,area,169,width,21,height,9
19-09-2023, 15:07:30: ,image name,002_05.00_005_1.jpg,model name,Defect015All_proj_006_070823_094400_08082023_145235.vrws
,,------------------------------no defects found-----------------------------
19-09-2023, 15:12:43: ,image name,002_05.00_005_1.jpg,model name,Defect015Edge_Proj_007_140823_142600_21082023_082450.vrws
,,class name,Ddefect,score,0.92,cnter,3623.9,2422.7,area,1156.5,width,29,height,52
19-09-2023, 15:13:18: ,image name,002_05.00_005_1.jpg,model name,Defect015Middel_Proj_008_210823_102900_21082023_142124.vrws
,,------------------------------no defects found-----------------------------
19-09-2023, 15:14:49: ,image name,002_05.00_005_1.jpg,model name,Defect223_proj_001_050723_093500_17072023_110032.vrws
,,------------------------------no defects found-----------------------------
19-09-2023, 16:02:12: ,image name,002_05.00_005_1.jpg,model name,Defect223_proj_001_050723_093500_17072023_110032.vrws
,,------------------------------no defects found-----------------------------
19-09-2023, 16:03:01: ,image name,002_05.00_005_1.jpg,model name,Defect223_proj_001_050723_093500_17072023_110032.vrws
,,class name,Ddefect,score,0.21,cnter,3634,2418,area,244.5,width,14,height,27
19-09-2023, 16:09:33: ,image name,002_05.00_005_1.jpg,model name,Defect223_proj_001_050723_093500_17072023_110032.vrws
,,------------------------------no defects found-----------------------------
19-09-2023, 16:10:23: ,image name,002_05.00_005_1.jpg,model name,Defect223_proj_001_050723_093500_17072023_110032.vrws
,,class name,Ddefect,score,0.21,cnter,3634,2418,area,244.5,width,14,height,27
19-09-2023, 16:10:41: ,image name,002_05.00_005_1.jpg,model name,Defect223_proj_001_050723_093500_17072023_110032.vrws
,,class name,Ddefect,score,0.11,cnter,3422.1,3610.5,area,25,width,7,height,5
,,class name,Ddefect,score,0.11,cnter,3891.7,3564.1,area,7,width,4,height,3
,,class name,Ddefect,score,0.10,cnter,3840.8,3490.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,3840.8,3488.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,186.3,3479.9,area,1.5,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,192.8,3479.8,area,2,width,2,height,2
,,class name,Ddefect,score,0.11,cnter,189.3,3479.9,area,7.5,width,4,height,5
,,class name,Ddefect,score,0.10,cnter,3889.5,3392.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,3839.8,3394.2,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,767.8,3394.2,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4114,2763.5,area,2,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,4113.2,2759.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,5162.5,2755.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4138,2755.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4116.5,2755.5,area,2,width,2,height,2
,,class name,Ddefect,score,0.10,cnter,4114,2755.7,area,3.5,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,4148.5,2747.2,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4146,2747.5,area,2,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,5197.5,2743.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5190,2744,area,1,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,5169.2,2743.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,5165.7,2743.9,area,1.5,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4173.5,2744,area,2,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4165.5,2747.2,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4169,2746.9,area,2.5,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,4169.4,2744.2,area,2.5,width,2,height,2
,,class name,Ddefect,score,0.10,cnter,4165.8,2744.2,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4145,2744,area,1,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4141.7,2743.9,area,1.5,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5258.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5010.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4970.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4242.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4236.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4234.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4202.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4178,2739.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4153.7,2739.9,area,1.5,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4141,2739.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4138,2739.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,3946.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,3890.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,3882.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5266.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5268.5,2739.5,area,2,width,2,height,2
,,class name,Ddefect,score,0.10,cnter,5230.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5236.5,2739.2,area,1,width,2,height,1
,,class name,Ddefect,score,0.11,cnter,5233.5,2739.5,area,6,width,4,height,2
,,class name,Ddefect,score,0.10,cnter,4212.5,2739.5,area,2,width,2,height,2
,,class name,Ddefect,score,0.10,cnter,4210,2739.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4162.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4164.8,2739.3,area,3,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,4173.2,2740,area,2.5,width,3,height,1
,,class name,Ddefect,score,0.11,cnter,4169.5,2739.5,area,6,width,4,height,2
,,class name,Ddefect,score,0.10,cnter,4146,2739.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4149,2739.5,area,4,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,5237,2736,area,1,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,5186.5,2739.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5204.8,2739.3,area,3,width,3,height,2
,,class name,Ddefect,score,0.11,cnter,5201.5,2739.5,area,6,width,4,height,2
,,class name,Ddefect,score,0.11,cnter,5193.7,2739.7,area,34,width,12,height,9
,,class name,Ddefect,score,0.10,cnter,5190,2736,area,1,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,5169.2,2735.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,5158.3,2735.9,area,1.5,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5178,2739.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,5157.5,2739.4,area,5,width,4,height,2
,,class name,Ddefect,score,0.11,cnter,5171.3,2739.4,area,13,width,8,height,3
,,class name,Ddefect,score,0.11,cnter,5163,2738.9,area,21,width,8,height,6
,,class name,Ddefect,score,0.10,cnter,4122.2,2739.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4110.5,2743.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4117.2,2744.3,area,2,width,2,height,2
,,class name,Ddefect,score,0.10,cnter,4113.2,2736.3,area,2,width,2,height,2
,,class name,Ddefect,score,0.11,cnter,4109.5,2739.5,area,6,width,4,height,2
,,class name,Ddefect,score,0.11,cnter,4115,2747.3,area,12.5,width,7,height,3
,,class name,Ddefect,score,0.10,cnter,4113.1,2743.6,area,5.5,width,3,height,4
,,class name,Ddefect,score,0.11,cnter,4114.8,2739.4,area,12,width,7,height,4
,,class name,Ddefect,score,0.10,cnter,4370.5,2731.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5292.7,2731.1,area,1.5,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5289.3,2731.1,area,1.5,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5186.5,2731.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.11,cnter,5189.3,2731.6,area,5,width,4,height,2
,,class name,Ddefect,score,0.11,cnter,5193.5,2731.5,area,6,width,4,height,2
,,class name,Ddefect,score,0.10,cnter,5197,2731.1,area,2,width,3,height,1
,,class name,Ddefect,score,0.11,cnter,5203.2,2731.4,area,10,width,7,height,2
,,class name,Ddefect,score,0.10,cnter,5158.5,2731.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.11,cnter,5171,2731.4,area,11,width,7,height,2
,,class name,Ddefect,score,0.11,cnter,5163,2731.3,area,11,width,8,height,2
,,class name,Ddefect,score,0.10,cnter,4977.8,2731.4,area,2.5,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,4973,2731.1,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4096.8,2764.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,4096.8,2756.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,4096.8,2748.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,4096.8,2732.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,3953.8,2731.4,area,2.5,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,5293.5,2728,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5289.2,2727.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,5256.9,2728.3,area,1.5,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,5253,2731.1,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,5257.6,2731.1,area,4.5,width,4,height,3
,,class name,Ddefect,score,0.10,cnter,4977.2,2727.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,3953,2728,area,1,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,3941.5,2731.2,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,3949.2,2728.3,area,2,width,2,height,2
,,class name,Ddefect,score,0.10,cnter,3949,2730.9,area,2.5,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,3945.4,2728.2,area,2.5,width,2,height,2
,,class name,Ddefect,score,0.11,cnter,3945.4,2731.4,area,6.5,width,4,height,3
,,class name,Ddefect,score,0.10,cnter,3913.2,2727.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,5292.5,2723.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5290,2723.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,5144.2,2735.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,5130.5,2735.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5140.5,2747.5,area,2,width,2,height,2
,,class name,Ddefect,score,0.10,cnter,5134.5,2723.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5133.8,2743.7,area,3,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,5144.8,2731.7,area,3,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,5141,2728.2,area,2.5,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,5137.4,2724.1,area,3.5,width,4,height,2
,,class name,Ddefect,score,0.12,cnter,5136.9,2735.5,area,134,width,14,height,23
,,class name,Ddefect,score,0.10,cnter,4978.2,2723.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4946.5,2723.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4938.5,2723.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4914.5,2723.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,3946.3,2723.9,area,1.5,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,3913.5,2723.9,area,3,width,4,height,1
,,class name,Ddefect,score,0.10,cnter,3909.5,2723.9,area,3,width,4,height,1
,,class name,Ddefect,score,0.10,cnter,4890.2,2723.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4882,2723.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.11,cnter,4885,2723.5,area,4,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,4366.5,2723.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.11,cnter,4369.3,2723.6,area,5,width,4,height,2
,,class name,Ddefect,score,0.10,cnter,3854.5,2723.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,3860.8,2723.3,area,3,width,3,height,2
,,class name,Ddefect,score,0.11,cnter,3857.7,2723.6,area,5,width,4,height,2
,,class name,Ddefect,score,0.10,cnter,5120.8,2736.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,5120.8,2734.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.11,cnter,5120.8,2732.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,3878.5,2723.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,3893,2723.5,area,4,width,3,height,2
,,class name,Ddefect,score,0.11,cnter,3889.5,2723.5,area,6,width,4,height,2
,,class name,Ddefect,score,0.11,cnter,3883.2,2723.4,area,12.5,width,8,height,3
,,class name,Ddefect,score,0.11,cnter,5226.5,2731.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,5236.9,2728.3,area,1.5,width,1,height,2
,,class name,Ddefect,score,0.11,cnter,5229.8,2723.9,area,4,width,3,height,3
,,class name,Ddefect,score,0.12,cnter,5233.2,2728.6,area,68.5,width,12,height,17
,,class name,Ddefect,score,0.10,cnter,4898.5,2723.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4904.8,2720.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.11,cnter,4901.5,2723.5,area,6,width,4,height,2
,,class name,Ddefect,score,0.11,cnter,4906.6,2723.4,area,10.5,width,7,height,3
,,class name,Ddefect,score,0.10,cnter,5216.8,2736.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,5216.8,2724.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.11,cnter,5217.1,2732.5,area,6,width,2,height,6
,,class name,Ddefect,score,0.10,cnter,4906.5,2715.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4882.5,2715.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4352.8,2732.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,4352.8,2724.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,3840.8,2734.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.11,cnter,3840.8,2732.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,3840.8,2724.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,4864.8,2732.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,4882.2,2707.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4722.5,2707.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4682.5,2707.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4658.5,2707.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4650,2707.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.12,cnter,4073.3,2706.2,area,132,width,39,height,7
,,class name,Ddefect,score,0.10,cnter,4722.5,2699.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.11,cnter,5113.7,2700.7,area,13,width,4,height,5
,,class name,Ddefect,score,0.10,cnter,4709,2699.1,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4713.5,2699.3,area,3,width,4,height,2
,,class name,Ddefect,score,0.10,cnter,4690.5,2699.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4692.5,2699.2,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4681,2699.1,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4677,2699.1,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4661,2699.1,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4658,2699.5,area,2,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,4649.5,2699.2,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4653,2699.1,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4629,2699.1,area,2,width,3,height,1
,,class name,Ddefect,score,0.11,cnter,4625.8,2699.4,area,2.5,width,3,height,2
,,class name,Ddefect,score,0.10,cnter,3840.8,2700.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,3688.5,2699.2,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,3685,2699.1,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,5102,2698,area,2,width,3,height,1
,,class name,Ddefect,score,0.11,cnter,5095.1,2698.2,area,10,width,7,height,3
,,class name,Ddefect,score,0.13,cnter,5176.2,2698.5,area,195.5,width,53,height,7
,,class name,Ddefect,score,0.10,cnter,4681.2,2695.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4677.8,2696.2,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4657,2696,area,1,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4653.5,2696,area,2,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4629.2,2695.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4622.2,2695.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.10,cnter,4682,2691.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,4677,2691.9,area,2,width,3,height,1
,,class name,Ddefect,score,0.10,cnter,5120.8,2692.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.10,cnter,5122.2,2692.8,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.13,cnter,5133.5,2699.2,area,203,width,32,height,10
,,class name,Ddefect,score,0.11,cnter,4864.8,2700.5,area,1,width,1,height,2
,,class name,Ddefect,score,0.13,cnter,5008.5,2693.2,area,49,width,12,height,7
,,class name,Ddefect,score,0.10,cnter,4989.8,2690.2,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.14,cnter,3989.7,2697.9,area,662,width,112,height,15
,,class name,Ddefect,score,0.10,cnter,5216.8,2702.2,area,0.5,width,1,height,1
,,class name,Ddefect,score,0.15,cnter,5241.8,2693.8,area,416.5,width,74,height,13
,,class name,Ddefect,score,0.10,cnter,4642.5,2691.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4660.8,2691.3,area,3,width,3,height,2
,,class name,Ddefect,score,0.11,cnter,4657.5,2691.5,area,6,width,4,height,2
,,class name,Ddefect,score,0.11,cnter,4649.4,2692.2,area,28,width,12,height,7
,,class name,Ddefect,score,0.11,cnter,3919.9,2690.7,area,21.5,width,6,height,6
,,class name,Ddefect,score,0.10,cnter,4625.2,2695.3,area,3.5,width,2,height,3
,,class name,Ddefect,score,0.10,cnter,4621.5,2691.9,area,3,width,4,height,1
,,class name,Ddefect,score,0.11,cnter,4628.7,2690.6,area,35,width,12,height,6
,,class name,Ddefect,score,0.10,cnter,3834.3,2686.1,area,1.5,width,2,height,1
,,class name,Ddefect,score,0.12,cnter,5305.7,2685.7,area,94,width,28,height,6
,,class name,Ddefect,score,0.11,cnter,4973.7,2689.6,area,25.5,width,13,height,3
,,class name,Ddefect,score,0.12,cnter,4951.2,2686.1,area,59,width,25,height,5
,,class name,Ddefect,score,0.10,cnter,4628.5,2683.8,area,1,width,2,height,1
,,class name,Ddefect,score,0.10,cnter,4626.5,2683.8,area,1,width,2,height,1
