29-10-2023, 10:29:03,image name,002_02.50_001_4.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,false, angle,0.00, x,206.00, y,1400.00, width,5310.00, height,1724.00
,,------------------------------no defects found-----------------------------
29-10-2023, 10:29:15,image name,002_02.50_001_4.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,false, angle,0.00, x,206.00, y,1400.00, width,5310.00, height,1724.00
,,class name,D002,score,0.92,cnter,4371,2571,area,48,width,11,height,6
29-10-2023, 10:42:50,image name,002_02.50_001_4.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,false, angle,0.00, x,206.00, y,1400.00, width,5310.00, height,1724.00
,,------------------------------no defects found-----------------------------
29-10-2023, 10:43:00,image name,002_02.50_001_4.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,false, angle,0.00, x,206.00, y,1400.00, width,5310.00, height,1724.00
,,class name,D002,score,0.92,cnter,4371,2571,area,48,width,11,height,6
29-10-2023, 10:43:11,image name,002_02.50_001_4.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,false, angle,0.00, x,206.00, y,1400.00, width,5310.00, height,1724.00
,,class name,D002,score,0.92,cnter,4371,2571,area,48,width,11,height,6
29-10-2023, 10:44:12,image name,002_02.50_001_4.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,false, angle,0.00, x,206.00, y,1400.00, width,5310.00, height,1724.00
,,class name,D002,score,0.92,cnter,4371,2571,area,48,width,11,height,6
29-10-2023, 10:44:17,image name,002_02.50_001_4.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,true, angle,0.00, x,206.00, y,1400.00, width,5310.00, height,1724.00
,,------------------------------no defects found-----------------------------
29-10-2023, 10:44:41,image name,002_02.50_001_4.jpg,model name,Defect002Proj_009_110923_120400_12092023_080214.vrws, Thresholds,0.60,1.00, roi used,false, angle,0.00, x,206.00, y,1400.00, width,5310.00, height,1724.00
,,class name,D002,score,0.92,cnter,4371,2571,area,48,width,11,height,6
